2.848345675873248183e+03,4.098654296296665445e-01,2.508325107300055151e+03,1.983883678913116455e-01,6.871826577618386596e+06,9.775285363093190460e-02,9.704066365088465391e+05,2.437613718211650848e-02,4.150931458699472998e+00,5.122214877915976849e+00,2.131863148179820922e+00,5.841315260810397092e+00,3.397278976440429688e+01,8.035136413574218750e+01,-1.226051712036132812e+01,3.441606760025024414e+00,-1.587926673889160156e+01,1.742849922180175781e+01,-1.657510948181152344e+01,1.155280208587646484e+01,3.366762399673461914e+00,5.564187526702880859e+00,1.249654769897460938e+00,5.370590209960937500e+00,1.395694637298583984e+01
3.863237771350475668e+03,4.444696847918460647e-01,3.075974162055510988e+03,2.853023707866668701e-01,1.009168711201153323e+07,1.926957487819588311e-01,9.590002530552846147e+05,5.333507061004638672e-02,3.350869463809054594e+00,5.288427202746565747e+00,1.874632328659087355e+00,5.000909313216253871e+00,5.164305877685546875e+01,5.992007064819335938e+01,6.159831285476684570e-01,2.841040611267089844e+01,-9.354744911193847656e+00,1.320236587524414062e+01,-6.881983280181884766e+00,1.082209014892578125e+01,-2.937996387481689453e+00,4.651562690734863281e+00,-6.947252154350280762e-01,7.616442203521728516e+00,2.108323574066162109e+00
2.462892921844706507e+03,7.409120131258449538e-02,2.553149920568933339e+03,1.319821923971176147e-01,5.243350899010545574e+06,1.044075186521898659e-02,6.663925269703348167e+05,1.631507277488708496e-02,4.397601626016260035e+00,1.179522167805781052e+01,1.985417313050257038e+00,7.362167734068706615e+00,1.638979721069335938e+01,6.500728607177734375e+01,-8.484666824340820312e+00,2.962903404235839844e+01,-6.374724864959716797e+00,1.907128715515136719e+01,-1.747087955474853516e+00,9.981461524963378906e+00,2.350778579711914062e-01,8.891196250915527344e+00,5.099549293518066406e+00,5.241222858428955078e+00,3.684432029724121094e+00
3.757914057782157215e+03,2.141261864841567109e-01,2.998550985042397770e+03,2.036144435405731201e-01,4.414316229313795455e+06,2.213065442920495937e-02,3.209976849656621343e+05,2.276948280632495880e-02,2.686932196616490742e+00,3.671582964175502894e+00,1.617818856962113472e+00,5.982206231200144941e+00,4.979414749145507812e+01,5.893198776245117188e+01,-8.493041992187500000e+00,3.442107009887695312e+01,-7.532058238983154297e+00,1.645037078857421875e+01,-1.056596851348876953e+01,8.317306518554687500e+00,-3.553983688354492188e+00,6.318127155303955078e+00,6.614380478858947754e-01,1.025550365447998047e+01,4.436994075775146484e+00
1.668559895750564465e+03,4.945941969733262389e-01,2.319735839242493057e+03,1.766937077045440674e-01,1.986123313258139882e+06,2.425861184803692339e-01,3.731285962968763197e+05,3.115032613277435303e-02,3.905016200648025571e+00,5.503533073880733539e+00,1.694596624685584141e+00,6.735755643963077688e+00,3.222495651245117188e+01,8.039038848876953125e+01,4.334126472473144531e+00,1.488151168823242188e+01,-7.081224441528320312e+00,1.255227661132812500e+01,-4.980658054351806641e+00,1.329945278167724609e+01,3.796309828758239746e-01,7.158763408660888672e+00,4.679159224033355713e-01,6.033237457275390625e+00,3.674878358840942383e+00
6.165341830086133996e+03,1.689073766115191111e-01,3.881285598146800112e+03,2.906224131584167480e-01,1.209326696454459988e+07,2.236814163304083961e-02,1.113328492040924495e+06,5.485963821411132812e-02,2.134668160633961698e+00,7.409994704316507530e+00,1.536985024406419154e+00,5.438051533737298548e+00,6.459222412109375000e+01,4.555145263671875000e+01,3.360352039337158203e+00,2.231509208679199219e+01,-6.794134140014648438e+00,2.173453903198242188e+01,-1.870671868324279785e+00,1.046023178100585938e+01,-8.410114049911499023e-01,9.761500358581542969e+00,-1.103386402130126953e+00,6.876573562622070312e+00,-8.178108930587768555e-02
4.279376569303626638e+03,1.805607278884803490e-01,3.116047533426764403e+03,3.040064871311187744e-01,6.937439437740396708e+06,1.801678110710758229e-02,5.251039911188439000e+05,4.948638752102851868e-02,2.863686876367167233e+00,5.095757767703705809e+00,1.780216814539899328e+00,5.586335534638823930e+00,5.273138427734375000e+01,6.193417358398437500e+01,-9.005123138427734375e+00,3.421090698242187500e+01,-1.012170219421386719e+01,2.506096076965332031e+01,-6.422017574310302734e+00,9.573181152343750000e+00,-1.723708152770996094e+00,7.418074131011962891e+00,-1.005723103880882263e-01,7.654082775115966797e+00,3.511838197708129883e+00
1.647284906080157725e+03,2.781075599707243384e-01,2.165708299866862490e+03,1.373110413551330566e-01,2.380914045964160934e+06,4.613671399482097701e-01,5.230421887048711069e+05,1.658365316689014435e-02,4.295985656547239628e+00,2.459905874449182406e+01,1.676615433039709613e+00,5.293947945411224154e+00,1.282056093215942383e+00,7.085079956054687500e+01,-1.467589473724365234e+01,2.960113716125488281e+01,-5.396412849426269531e+00,2.117572021484375000e+01,-1.267251014709472656e+00,1.215738582611083984e+01,4.125483512878417969e+00,8.148883819580078125e+00,2.453620672225952148e+00,4.687231540679931641e+00,5.285892486572265625e+00
2.456635571941646049e+03,2.426450615328590021e-01,2.010057672526547549e+03,2.076227962970733643e-01,7.611551027400115272e+05,8.316365274884650674e-03,1.412537440379039035e+05,6.043494213372468948e-03,2.248313805399897891e+00,2.606140425504119840e+00,1.540347201926715703e+00,2.514871606428613848e+00,4.150667190551757812e+01,8.996938323974609375e+01,-2.841468238830566406e+01,2.473530769348144531e+01,-4.729142665863037109e+00,1.433718013763427734e+01,-1.425870418548583984e+00,1.246935749053955078e+01,4.253297328948974609e+00,8.328185081481933594e+00,4.776806354522705078e+00,7.276397943496704102e-01,4.865704178810119629e-01
5.879456027715094024e+03,1.637021356270403627e-01,3.534608943069689758e+03,2.535270154476165771e-01,1.201946144447718374e+07,5.157938906209322272e-02,9.915256818086321000e+05,7.603313028812408447e-02,1.981592323607291650e+00,1.021120948175445520e+01,1.527135071656331000e+00,7.746914847909740054e+00,4.697484207153320312e+01,4.153926086425781250e+01,-1.772894477844238281e+01,2.977437019348144531e+01,-1.560968971252441406e+01,1.974611663818359375e+01,-1.041487598419189453e+01,1.737371444702148438e+01,-4.191649436950683594e+00,1.243726348876953125e+01,8.880612254142761230e-01,1.071140384674072266e+01,5.647660255432128906e+00
